Reused Comment,Reused Comment Author (Role),Reused Code Author,Reused Chunk Name (Assignment),Reused Code Link,Reused Date,Parent Comment,Parent Comment Author (Role),Parent Code Author,Parent Chunk Name (Assignment),Parent Code Link,Parent Date
You can also use modulo to get the angle between 0 and 360 instead of using an if statement,juliawu (S),kccandon,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91664#comment-205173,2015-02-12 01:57:15,You can also use modulo to get the angle between 0 and 360 instead of using an if statement,juliawu (S),yzhang17,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90306#comment-205169,2015-02-12 01:53:29
Note that you are going couterclockwise here.,brishima (S),yzhang17,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90306#comment-203438,2015-02-11 11:59:40,Note that you are going couterclockwise here.,brishima (S),deldar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90339#comment-203430,2015-02-11 11:50:34
"Also check to make sure that the method isn't putting in extra users. Users may contain all of names, but they can also have extra names in the List. Please fix for all.",lyndat (S),lahuang4,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96026#comment-209108,2015-02-28 22:48:46,"Users may contain all of names, but they can also have extra names in the List. Please fix for all.",lyndat (S),peniel,ExtractTest (ps1),https://10.18.6.30/chunks/view/95441#comment-208987,2015-02-28 21:07:51
"Comment above your tests, explaining what partitions you are testing. I know the method name is sometimes self-explanatory, but it helps to do that as well.",atitus (S),deannah,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95599#comment-208619,2015-02-28 15:04:22,"Comment above your tests, explaining what partitions you are testing. I know the method name is sometimes self-explanatory, but it helps to do that as well.",atitus (S),emberley,ExtractTest (ps1),https://10.18.6.30/chunks/view/95802#comment-208553,2015-02-28 14:34:02
It would make it would make each of your tests easier to understand if you commented exactly what each of your tests is testing; this provides more information than just the name of each test.,zengty (S),emberley,FilterTest (ps1),https://10.18.6.30/chunks/view/95804#comment-211103,2015-03-01 21:16:38,it would make each of your tests easier to understand if you commented exactly what each of your tests is testing; this provides more information than your test name.,zengty (S),mfeffer,FilterTest (ps1),https://10.18.6.30/chunks/view/95826#comment-209038,2015-02-28 21:36:15
Annotate your test cases to see which partitions you're covering with each test case.,lahuang4 (S),deannah,FilterTest (ps1),https://10.18.6.30/chunks/view/95596#comment-208736,2015-02-28 16:38:55,Annotate your test cases to see which partitions you're covering with each test case.,lahuang4 (S),jlwass,ExtractTest (ps1),https://10.18.6.30/chunks/view/95000#comment-208693,2015-02-28 16:16:48
good use of defensive copying!,tricias (S),mtmcgraw,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/102435#comment-218424,2015-03-21 14:35:54,good use of defensive copying!,tricias (S),orlowski,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/102551#comment-218422,2015-03-21 14:33:54
nice commenting!,cajubelt (S),chandani,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95359#comment-210772,2015-03-01 18:32:28,nice commenting!,cajubelt (S),ruisong,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/89943#comment-203333,2015-02-11 10:47:35
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212991,2015-03-02 20:55:21,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212992,2015-03-02 20:55:22,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
"Good use of library functions, I didn't know that existed.",dpchen (S),scb,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89368#comment-204511,2015-02-11 21:26:44,"This might unnecessary, since the spec only says that (0, 0) is the ""lower-left corner"" which isn't well-defined for more than 4 sides.",dpchen (S),adelarue,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91090#comment-204495,2015-02-11 21:21:16
might want to try using the sum of the values stored in your filters to get different hash codes,stewarta (S),oguevara,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/105858#comment-232476,2015-04-02 06:16:21,might want to try using the sum of the values stored in your filters to get different hash codes,stewarta (S),castanom,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/108095#comment-232473,2015-04-02 06:09:34
"Can't you just do this.with(filter, 0)?",rsloan (S),bosshua,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/106446#comment-231411,2015-03-24 10:07:04,"Could we do this.with(filter, 0)?",rsloan (S),hujh,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/107328#comment-231410,2015-03-24 10:04:47
Also have to check row is not empty after removal,azrahman (S),pcherner,ConcretePage (ps2),https://10.18.6.30/chunks/view/107598#comment-228576,2015-03-22 17:08:14,Also have to check row is not empty after removal,azrahman (S),wnoble,ConcretePage (ps2),https://10.18.6.30/chunks/view/107235#comment-228568,2015-03-22 17:05:09
"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),defne,FilterTest (ps1),https://10.18.6.30/chunks/view/97966#comment-212702,2015-03-02 18:20:03,"Your tests don't catch the pre-condition that the input list cannot be modified. A solution to this might be to create a deep copy of the list, pass the deep copy through the method being tested, and then asserting that the deep copy is still the same as the original list, and add this to all tests.",vchak (S),kevchang,FilterTest (ps1),https://10.18.6.30/chunks/view/97199#comment-212669,2015-03-02 18:09:29
There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),rsridhar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89346#comment-206421,2015-02-13 17:53:40,There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),haoshen,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89225#comment-206411,2015-02-13 17:36:53
Remove the print statements you no longer need when you're submitting your final code.,lahuang4 (S),cavery,SocialNetwork (ps1),https://10.18.6.30/chunks/view/95928#comment-208668,2015-02-28 16:05:57,Remove the print statements you no longer need when you're submitting your final code.,lahuang4 (S),guezmike,ExtractTest (ps1),https://10.18.6.30/chunks/view/95791#comment-208634,2015-02-28 15:18:00
How are you handling overflow errors that may be a result of multiplying something like Double.MAX_VALUE?,lyndat (S),neriam,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/106518#comment-228178,2015-03-22 14:11:52,How are you handling overflow errors that may be a result of multiplying something like Double.MAX_VALUE?,lyndat (S),ajays235,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/108167#comment-228095,2015-03-22 13:35:04
There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),pcherner,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91344#comment-206426,2015-02-13 17:59:16,There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),rsridhar,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89346#comment-206421,2015-02-13 17:53:40
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212993,2015-03-02 20:55:33,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
Maybe change the name of the list because it gets a little confusing that the method and the list of the results of the method are given the same name ,liandrea (S),garzai,FilterTest (ps1),https://10.18.6.30/chunks/view/95269#comment-208644,2015-02-28 15:39:37,Maybe change the name of the list because it gets a little confusing that the method and the list of the results of the method are given the same name ,liandrea (S),padillap,FilterTest (ps1),https://10.18.6.30/chunks/view/96192#comment-208637,2015-02-28 15:30:29
"Read the spec for guessFollowsGraph carefully. It is underdetermined, which means that there are many correct implementations that still obey the spec. A number of your tests will fail against some correct implementations (for example, an implementation that considered ""A @mentions B"" as evidence that both ""A follows B"" and ""B follows A"" would obey the spec but fail your test).",shikexue (T),bosshua,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97484#comment-212710,2015-03-02 18:25:45,"Read the spec for guessFollowsGraph carefully. It is underdetermined, which means that there are many correct implementations that still obey the spec. This test will fail against some correct implementations (for example, an implementation that considered ""A @mentions B"" as evidence that both ""A follows B"" and ""B follows A"").",shikexue (T),kevchang,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97203#comment-212433,2015-03-02 15:49:46
"I didn't do this either but I saw a person who has tweets that are named according to the test cases they are assigned to (eg. tweetNoFollowing, or tweetNoMentions). It might be a good idea to use those names, which are easier to understand than tweet1, tweet2...etc
",alexh95 (S),rrrahman,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/98071#comment-212583,2015-03-02 17:40:22,"I didn't do this either but I saw a person who has tweets that are named according to the test cases they are assigned to (eg. tweetNoFollowing, or tweetNoMentions). It might be a good idea to use those names, which are easier to understand than tweet1, tweet2...etc",alexh95 (S),arigreen,MySocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97407#comment-212349,2015-03-02 15:14:51
"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),azrahman,ExtractTest (ps1),https://10.18.6.30/chunks/view/95320#comment-210581,2015-03-01 16:38:08,"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),vye16,FilterTest (ps1),https://10.18.6.30/chunks/view/95694#comment-210575,2015-03-01 16:35:01
There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is the value of the variable heading? What is the actual heading?,jpmccabe (T),jerop,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89412#comment-206429,2015-02-13 18:03:23,There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),pcherner,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91344#comment-206426,2015-02-13 17:59:16
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212994,2015-03-02 20:55:43,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
"Page is a mutable type, so you should be using referential equality (you don't need to implement equals  or hashCode at all!).",suganya (S),jimmy42,ConcretePage (ps2),https://10.18.6.30/chunks/view/107289#comment-228471,2015-03-22 16:20:31,"Page is a mutable type, so you should be using referential equality (you don't need to implement equals at all!).",suganya (S),rbeyer,ConcretePage (ps2),https://10.18.6.30/chunks/view/105675#comment-228461,2015-03-22 16:14:41
maybe next time break the line to see it easier- might have gone off the page in eclipse.,ashwang (S),mcover,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91873#comment-203779,2015-02-11 15:35:42,"might have gone off the page in eclipse, maybe use ENTER to move it to the next line so you can see it easier.",ashwang (S),pcherner,RulesOf6005 (ps0),https://10.18.6.30/chunks/view/91335#comment-203770,2015-02-11 15:33:45
Break this code into several pieces and assign them to variables to improve readability.,osmanyc (S),smohan94,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90671#comment-204758,2015-02-11 23:09:05,Break this code into several pieces and assign them to variables to improve readability.,osmanyc (S),divyas,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90505#comment-204686,2015-02-11 22:42:31
It's good to provide docs for toString() since you have strengthened the specs provided for it in the Objects class.,shreyash (S),mmahmood,ConcretePage (ps2),https://10.18.6.30/chunks/view/107962#comment-229381,2015-03-22 21:29:51,It's good to provide docs for toString() since you have strengthened the specs provided for it in the Objects class.,shreyash (S),akshayr,ConcretePage (ps2),https://10.18.6.30/chunks/view/107055#comment-229375,2015-03-22 21:28:32
Explain your partioning ,espinoza (S),ink,FilterTest (ps1),https://10.18.6.30/chunks/view/97935#comment-212995,2015-03-02 20:55:52,Explain your partioning ,espinoza (S),ls2121,TurtleSoupTest (ps0),https://10.18.6.30/chunks/view/91300#comment-204400,2015-02-11 20:28:08
"Read the specs for calculateHeadingToPoint carefully. The return value is the adjustment to the current heading. Therefore, setting the currentHeading to the return value doesn't make sense.",shikexue (T),garzai,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89786#comment-206440,2015-02-13 19:12:21,"Read the specs for calculateHeadingToPoint carefully. The return value is the adjustment to the current heading. Therefore, setting the currentHeading to the return value doesn't make sense.",shikexue (T),wjarvis,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91200#comment-206396,2015-02-13 15:54:07
" It would probably be better if you did some rounding here. Percentage numbers like ""33.3333333333%"" may be bothersome to deal with.",akshayr (S),ebartell,ConcretePage (ps2),https://10.18.6.30/chunks/view/102748#comment-229298,2015-03-22 21:11:54,"It would probably be better if you did some rounding here. Percentage numbers like ""33.3333333333%"" may be bothersome to deal with.",akshayr (S),bellr,ConcretePage (ps2),https://10.18.6.30/chunks/view/102413#comment-229255,2015-03-22 21:05:08
Could this be more concise if you just call xCoords.get(i) in your calculateHeadingtoPoint instead of defining each first?,defne (S),padillap,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91774#comment-205322,2015-02-12 12:47:38,Could this be more concise if you just call xCoords.get(i) in your calculateHeadingtoPoint instead of defining each first?,defne (S),fcicileo,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90405#comment-205317,2015-02-12 12:43:08
Remove unnecessary print statements.,ruisong (S),inspired,MinesweeperServer (ps3),https://10.18.6.30/chunks/view/113912#comment-242227,2015-04-12 19:48:33,Remove unnecessary commented-out code.,ruisong (S),ryip,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90605#comment-203868,2015-02-11 15:59:33
It would also be nice to use variables to label what the xCoords.get(i) and yCoords.get(i) are so it makes sense to the code reader (e.g int targetX = xCoords.get(i) and int targetY = yCoords.get(i)),calvinli (T),huypham,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90616#comment-206002,2015-02-12 20:35:06,It would also be nice to use variables to label what the xCoords.get(i) and xCoords.get(i+1) are so it makes sense to the code reader (e.g int currentX = xCoords.get(i) and int targetX = xCoords.get(i+1)) That would also shorten the length of the line,calvinli (T),jorenl,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89919#comment-205954,2015-02-12 20:17:03
"Read the specifications for calculateHeadingToPoint carefully. The return value is the adjustment to the heading, but you're setting it to the newHeading. ",shikexue (T),tfh,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91564#comment-206443,2015-02-13 19:21:58,"Read the specifications for calculateHeadingToPoint carefully. The first argument should be the current heading, but it returns the adjustment to the heading. You pass in the last adjustment as the current heading, which isn't correct unless your heading is 0.",shikexue (T),eshirley,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90870#comment-206437,2015-02-13 18:37:07
You should add some comments to drawPersonalArtsomeone else reading your code would not know what this is drawing.,kevinzhu (S),eyxue,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91542#comment-206100,2015-02-12 21:12:19,You should add some comments to drawPersonalArtsomeone else reading your code would not know what this is drawing.,kevinzhu (S),peniel,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90249#comment-206092,2015-02-12 21:07:41
"Read the specs for calculateHeadingToPoint carefully. The return value is the adjustment to the current heading. The first input to the method expects a currentHeading, whereas you're passing in the adjustments.",shikexue (T),abelbezu,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89434#comment-206398,2015-02-13 16:04:16,"Read the specs for calculateHeadingToPoint carefully. The return value is the adjustment to the current heading. Therefore, setting the currentHeading to the return value doesn't make sense.",shikexue (T),wjarvis,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91200#comment-206396,2015-02-13 15:54:07
You can also use modulo to get the angle between 0 and 360 instead of using an if statement,juliawu (S),yzhang17,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90306#comment-205169,2015-02-12 01:53:29,You can also use modulo to get the angle between 0 and 360 instead of using an if statement,juliawu (S),abe707,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90991#comment-205149,2015-02-12 01:41:48
"A PenColor array instead of an ArrayList would work just as well for this, and you can initialize it with all the PenColors in it instead of having to add them one by one.",lahuang4 (S),sahasag,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90029#comment-204640,2015-02-11 22:18:09,"A PenColor array instead of an ArrayList would work just as well for this, and you can initialize it with all the PenColors in it instead of having to add them one by one.",lahuang4 (S),deannah,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90704#comment-204527,2015-02-11 21:35:10
Make sure to go back and write this,csiu22 (S),eshirley,ConcretePage (ps2),https://10.18.6.30/chunks/view/107181#comment-228886,2015-03-22 18:48:27,Make sure to go back and write this,csiu22 (S),mmahmood,ConcretePage (ps2),https://10.18.6.30/chunks/view/107962#comment-228795,2015-03-22 18:22:04
There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is currentHeading? What is the actual heading?,jpmccabe (T),haoshen,TurtleSoup (ps0),https://10.18.6.30/chunks/view/89225#comment-206411,2015-02-13 17:36:53,There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is headings.get(i-1)? What is the actual heading?,jpmccabe (T),cjdesno,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91432#comment-206404,2015-02-13 17:21:36
"I would break some of these gets out into separate, well named variables. There is also a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is headings.get(headings.size()-1)? What is the actual heading?",jpmccabe (T),hugoz,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90172#comment-206416,2015-02-13 17:47:54,There is a bug in this line of code. Imagine the turtle is facing north and turns 90 degrees twice. What is headings.get(i-1)? What is the actual heading?,jpmccabe (T),cjdesno,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91432#comment-206404,2015-02-13 17:21:36
"Firstly, this part should be in a different method since you use it for all the tests. DRY :)

You could possibly strengthen your test cases by checking to see whether testAgainst.size()== mentionedUsers.size()
Basically, by not doing this, you allow the original function to return differently capitalized versions of the same username.",sahasag (S),fcicileo,ExtractTest (ps1),https://10.18.6.30/chunks/view/97563#comment-212668,2015-03-02 18:09:15,"You could possibly strengthen your test cases by checking to see whether lowerCaseMentionedUsers.size()== mentionedUsers.size()
Basically, by not doing this, you allow the original function to return differently capitalized versions of the same username.",sahasag (S),gebhard,ExtractTest (ps1),https://10.18.6.30/chunks/view/97636#comment-212594,2015-03-02 17:45:10
Make sure to go back and write this,csiu22 (S),eshirley,ConcretePage (ps2),https://10.18.6.30/chunks/view/107181#comment-228887,2015-03-22 18:48:40,Make sure to go back and write this,csiu22 (S),mmahmood,ConcretePage (ps2),https://10.18.6.30/chunks/view/107962#comment-228795,2015-03-22 18:22:04
How are you handling overflow errors that may be a result of multiplying something like Double.MAX_VALUE?,lyndat (S),shreyash,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/106042#comment-228242,2015-03-22 14:34:45,How are you handling overflow errors that may be a result of multiplying something like Double.MAX_VALUE?,lyndat (S),neriam,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/106518#comment-228178,2015-03-22 14:11:52
"It may be nice to do some rounding here. Percentage numbers like ""33.333333333%"" may be bothersome to deal with.",akshayr (S),ruisong,ConcretePage (ps2),https://10.18.6.30/chunks/view/106276#comment-229356,2015-03-22 21:24:49," It would probably be better if you did some rounding here. Percentage numbers like ""33.3333333333%"" may be bothersome to deal with.",akshayr (S),ebartell,ConcretePage (ps2),https://10.18.6.30/chunks/view/102748#comment-229298,2015-03-22 21:11:54
"These modifications seem like something that should be done in the Photo class. Assuming that we can simply remove the end of Photo.toHTML() and add the width syntax assumes quite a bit - it makes your code less ready for change. Consider overloading toHTML() in your Photo class, or perhaps making a new method for it.",akshayr (S),chengdai,ConcretePage (ps2),https://10.18.6.30/chunks/view/102269#comment-229404,2015-03-22 21:33:41,"These modifications seem like something that should be done in the Photo class. Assuming that we can simply remove the end of Photo.toHTML() and add the width syntax assumes quite a bit - it makes your code less ready for change. Consider overloading toHTML() in your Photo class, or perhaps making a new method for it.",akshayr (S),ruisong,ConcretePage (ps2),https://10.18.6.30/chunks/view/106276#comment-229363,2015-03-22 21:26:29
This method is too long. Generally This is way too long of a method - generally cap method to 40 lines or so. Breaking it up will make your code more clear and readable.,vdean (S),snmishra,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/97354#comment-212055,2015-03-02 11:46:51,This is way too long of a method - generally cap method to 40 lines or so. Breaking it up will make your code more clear and readable.,vdean (S),alexh95,CodeScratchWork (ps1),https://10.18.6.30/chunks/view/98014#comment-212046,2015-03-02 11:38:51
"A PenColor array instead of an ArrayList would work just as well for this, and you can initialize it with all the PenColors in it instead of having to add them one by one.",lahuang4 (S),ellisonj,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91288#comment-204538,2015-02-11 21:39:32,"A PenColor array instead of an ArrayList would work just as well for this, and you can initialize it with all the PenColors in it instead of having to add them one by one.",lahuang4 (S),deannah,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90704#comment-204527,2015-02-11 21:35:10
You don't satisfy the object contract - you have to override equals() and hashcode(),vchak (S),rsridhar,ConcretePage (ps2),https://10.18.6.30/chunks/view/101545#comment-216693,2015-03-20 15:51:59,You don't satisfy the object contract - you have to override equals() and hashcode(),vchak (S),tdh,ConcretePage (ps2),https://10.18.6.30/chunks/view/101130#comment-216688,2015-03-20 15:49:16
"Since Page is mutable, it is unnecessary to define equals() and hashCode().  They should be inherited from Object .",gcliang (S),wallace_,ConcretePage (ps2),https://10.18.6.30/chunks/view/108237#comment-229150,2015-03-22 20:25:47,"Since Page is mutable, it is unnecessary to define equals() and hashCode().  They should be inherited from Object .",gcliang (S),eewayhsu,ConcretePage (ps2),https://10.18.6.30/chunks/view/106558#comment-229088,2015-03-22 20:05:08
"Don't leave commented code in your commits. I realize this is probably to help you while you were coding and possibly for reviewers later, but the problem with this approach is that if someone were to change the code at the top, they would very likely forget to change this which leads to trouble later.",ddoucet (T),espinoza,FilterTest (ps1),https://10.18.6.30/chunks/view/97298#comment-213410,2015-03-04 13:48:35,Don't leave commented code in your commits.,ddoucet (T),coelho,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91919#comment-206376,2015-02-13 12:29:06
How are you handling overflow errors like multiplying by Double.MAX_VALUE?,lyndat (S),lgustaf,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/106658#comment-228162,2015-03-22 14:06:24,How are you handling overflow errors like multiplying by Double.MAX_VALUE?,lyndat (S),ytchen33,ConcreteStyle (ps2),https://10.18.6.30/chunks/view/108131#comment-228139,2015-03-22 13:57:51
"Great job including the getNeighbors and getAdjacent functionality. One improvement could be consolidating them and using one method to look at the 8 neighborsGets the job done, but could be more efficient by consolidating these instructions into a loop",dlerner (S),deannah,Board (ps3),https://10.18.6.30/chunks/view/113999#comment-242333,2015-04-12 20:26:02,"Gets the job done, but could be more efficient by consolidating these instructions into a loop",dlerner (S),aqp,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90936#comment-203656,2015-02-11 14:20:59
"note that the way note that based on other implementations of guessFollowsGraph that the number of people that ""alpha"" author is following might be more than what you would expect if there was extra evidence that they were following someone else. It is better to test that ""alpha"" is at least following rightAnswer.get(""alpah""), but maybe they are following more people",mrwalker (S),aradhana,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96275#comment-211207,2015-03-01 21:54:12,"note that based on other implementations of guessFollowsGraph that the number of people that tweet2 author is following might be more than one if there was extra evidence that they were following someone else. It is better to test that bob is at least following alice, but maybe he is following more people",mrwalker (S),zengty,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95348#comment-209156,2015-02-28 23:23:05
Make sure to remove debugging print statements like these in your Beta and Final submissions,atitus (S),handish,SocialNetwork (ps1),https://10.18.6.30/chunks/view/95401#comment-208606,2015-02-28 14:57:26,Make sure to remove debugging print statements like these in your Beta and Final submissions,atitus (S),guezmike,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/95797#comment-208599,2015-02-28 14:50:31
"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),aradhana,ExtractTest (ps1),https://10.18.6.30/chunks/view/96269#comment-210546,2015-03-01 16:25:29,"There's this really cool thing you can do with testing to make testing code more DRY, which is to write a harness - it's a method that takes in your inputs and expected outputs, and does all the actual assertions itself. that way your test cases are just different sets of in/outputs that you pass to the harness. That said, your test code is pretty well organized already, so it's up to you if you want to implement it.",erosolar (S),seansoni,FilterTest (ps1),https://10.18.6.30/chunks/view/96690#comment-210530,2015-03-01 16:20:24
Remove unused code to increase readability--or include a comment as to why this snippet is left in the code.,hcg (S),rongil,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91211#comment-204726,2015-02-11 23:00:11,"Remove unused code to increase readability--or, at the very least, include a comment as to why this snippet is left in the code.",hcg (S),qyn,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90527#comment-204687,2015-02-11 22:42:37
"Remove unused code to increase readability--or, at the very least, include a comment as to why this snippet is left in the code.",hcg (S),qyn,TurtleSoup (ps0),https://10.18.6.30/chunks/view/90527#comment-204687,2015-02-11 22:42:37,"Remove unused code to increase readability--or, at the very least, include a comment as to why the snippet is left in the code.",hcg (S),liandrea,TurtleSoup (ps0),https://10.18.6.30/chunks/view/91807#comment-204660,2015-02-11 22:28:10
"It's very interesting that you are returning toString after every dig/flag/deflag method, I'm not sure if the look should reflect just the changes of the player or if it should reflect the changes of everyone that may have sent commands to that board. ",lyndat (S),dzd123,Board (ps3),https://10.18.6.30/chunks/view/113006#comment-233957,2015-04-10 23:30:18,"It's very interesting that you are returning look after every method, I'm not sure if the look should reflect just the changes of the player or if it should reflect the changes of everyone that may have sent commands to that board. ",lyndat (S),chandani,Board (ps3),https://10.18.6.30/chunks/view/113043#comment-233937,2015-04-10 22:51:47
Could this be written more concisely as a division of 100 by the size of a row?,phager (S),dzd123,ConcretePage (ps2),https://10.18.6.30/chunks/view/100984#comment-218893,2015-03-22 03:14:47,Could this be written more simply as a division of 100 by the size of a row?,phager (S),ddperera,ConcretePage (ps2),https://10.18.6.30/chunks/view/101427#comment-218891,2015-03-22 03:05:30
Good way to handle other implementations that may deal with case insensitivity differently!,bellr (S),seansoni,ExtractTest (ps1),https://10.18.6.30/chunks/view/96688#comment-210073,2015-03-01 13:22:23,Good way to handle other implementations that may deal with case insensitivity differently!,bellr (S),dhoule,SocialNetworkTest (ps1),https://10.18.6.30/chunks/view/96705#comment-210065,2015-03-01 13:18:49
"It's very interesting that you are returning toString after every dig/flag/deflag method, I'm not sure if the look( ) should reflect just the changes of the player or if it should reflect the changes of everyone that may have sent commands to that board. ",lyndat (S),qyn,Board (ps3),https://10.18.6.30/chunks/view/113172#comment-233962,2015-04-10 23:50:19,"It's very interesting that you are returning toString after every dig/flag/deflag method, I'm not sure if the look should reflect just the changes of the player or if it should reflect the changes of everyone that may have sent commands to that board. ",lyndat (S),dzd123,Board (ps3),https://10.18.6.30/chunks/view/113006#comment-233957,2015-04-10 23:30:18
